Species,Name,Current,RCP2.6,RCP2.6CSH,Type1,RCP6.0,RCP6.0CSH,Type2,RCP8.5,RCP8.5CSH,Type3
sp290,Agapetes forrestii,439,2767,5.3,LR,2987,5.8,LR,1484,2.38,LR
sp291,Agapetes griffithii,49,7,-0.86,CE,4,-0.92,CE,9,-0.82,CE
sp292,Agapetes hyalocheilos,61,1101,17.05,LR,1161,18.03,LR,189,2.1,LR
sp293,Agapetes incurvata,218,2994,12.73,LR,3231,13.82,LR,1324,5.07,LR
sp294,Agapetes interdicta,335,1506,3.5,LR,1561,3.66,LR,603,0.8,LR
sp295,Agapetes lacei,435,2312,4.31,LR,2397,4.51,LR,874,1.01,LR
sp296,Agapetes lacei var. glaberrima,87,87,0,LR,94,0.08,LR,124,0.43,LR
sp297,Agapetes lacei var. tomentella,87,87,0,LR,94,0.08,LR,124,0.43,LR
sp298,Agapetes leiocarpa,133,1554,10.68,LR,1698,11.77,LR,468,2.52,LR
sp299,Agapetes leucocarpa,152,882,4.8,LR,959,5.31,LR,343,1.26,LR
sp300,Agapetes listeri,76,283,2.72,LR,350,3.61,LR,49,-0.36,VU
sp301,Agapetes lobbii,185,540,1.92,LR,508,1.75,LR,141,-0.24,LR
sp302,Agapetes macrophylla,121,1010,7.35,LR,924,6.64,LR,194,0.6,LR
sp303,Agapetes malipoensis,41,2,-0.95,CE,1,-0.98,CE,147,2.59,LR
sp304,Agapetes mannii,1087,1645,0.51,LR,1794,0.65,LR,1747,0.61,LR
sp305,Agapetes marginata,79,457,4.78,LR,594,6.52,LR,39,-0.51,EN
sp306,Agapetes medogensis,152,1454,8.57,LR,1503,8.89,LR,507,2.34,LR
sp307,Agapetes megacarpa,132,105,-0.2,LR,104,-0.21,LR,87,-0.34,VU
sp308,Agapetes miniata,86,302,2.51,LR,387,3.5,LR,407,3.73,LR
sp309,Agapetes miranda,95,1374,13.46,LR,1515,14.95,LR,324,2.41,LR
sp310,Agapetes mitrarioides,111,22,-0.8,CE,14,-0.87,CE,16,-0.86,CE
sp311,Agapetes oblonga,605,2577,3.26,LR,2707,3.47,LR,1471,1.43,LR
sp312,Agapetes obovata,37,21,-0.43,VU,9,-0.76,EN,112,2.03,LR
sp313,Agapetes pensilis,307,1745,4.68,LR,1860,5.06,LR,288,-0.06,LR
sp314,Agapetes praeclara,247,3106,11.57,LR,3203,11.97,LR,2480,9.04,LR
sp315,Agapetes praestigiosa,87,1035,10.9,LR,1314,14.1,LR,191,1.2,LR
sp316,Agapetes pubiflora,112,549,3.9,LR,496,3.43,LR,197,0.76,LR
sp317,Agapetes pyrolifolia,332,1718,4.17,LR,1943,4.85,LR,628,0.89,LR
sp318,Agapetes refracta,111,2069,17.64,LR,2171,18.56,LR,585,4.27,LR
sp319,Agapetes rubrobracteata,485,572,0.18,LR,278,-0.43,VU,597,0.23,LR
sp320,Aglaia elaeagnoidea,608,1600,1.63,LR,1995,2.28,LR,2699,3.44,LR
sp321,Aglaia lawii,1593,2365,0.48,LR,3020,0.9,LR,3093,0.94,LR
sp322,Aglaia odorata,1024,1630,0.59,LR,2031,0.98,LR,3026,1.96,LR
sp323,Aglaia perviridis,307,639,1.08,LR,641,1.09,LR,504,0.64,LR
sp324,Aglaia rimosa,31,112,2.61,LR,90,1.9,LR,100,2.23,LR
sp325,Aglaia spectabilis,293,1199,3.09,LR,1189,3.06,LR,1114,2.8,LR
sp326,Aidia canthioides,2240,2636,0.18,LR,2637,0.18,LR,2293,0.02,LR
sp327,Aidia cochinchinensis,3021,3237,0.07,LR,2547,-0.16,LR,2052,-0.32,VU
sp328,Aidia oxyodonta,221,468,1.12,LR,640,1.9,LR,853,2.86,LR
sp329,Aidia pycnantha,1265,709,-0.44,VU,512,-0.6,EN,1266,0,LR
sp330,Aidia salicifolia,33,14,-0.58,EN,90,1.73,LR,14,-0.58,EN
sp331,Aidia yunnanensis,326,427,0.31,LR,472,0.45,LR,681,1.09,LR
sp332,Ailanthus altissima,6819,5951,-0.13,LR,5305,-0.22,LR,4837,-0.29,LR
sp333,Ailanthus altissima var. sutchuenensis,1010,1572,0.56,LR,1867,0.85,LR,1781,0.76,LR
sp334,Ailanthus fordii,233,373,0.6,LR,357,0.53,LR,201,-0.14,LR
sp335,Ailanthus giraldii,359,589,0.64,LR,757,1.11,LR,698,0.94,LR
sp336,Ailanthus triphysa,220,640,1.91,LR,782,2.55,LR,649,1.95,LR
sp337,Ailanthus vilmoriniana,2642,3478,0.32,LR,4141,0.57,LR,3245,0.23,LR
sp338,Ajania fruticulosa,4577,5670,0.24,LR,5567,0.22,LR,5637,0.23,LR
sp339,Ajania nematoloba,621,1762,1.84,LR,2302,2.71,LR,2298,2.7,LR
sp340,Ajania potaninii,350,616,0.76,LR,663,0.89,LR,494,0.41,LR
sp341,Ajania purpurea,188,580,2.09,LR,600,2.19,LR,510,1.71,LR
sp342,Ajania quercifolia,141,362,1.57,LR,457,2.24,LR,493,2.5,LR
sp343,Ajania ramosa,732,1262,0.72,LR,665,-0.09,LR,333,-0.55,EN
sp344,Ajania salicifolia,1224,3005,1.46,LR,3025,1.47,LR,3075,1.51,LR
sp345,Ajania scharnhorstii,1253,1484,0.18,LR,1248,0,LR,1482,0.18,LR
sp346,Ajania tibetica,1100,1381,0.26,LR,1306,0.19,LR,1109,0.01,LR
sp347,Ajania variifolia,227,393,0.73,LR,293,0.29,LR,100,-0.56,EN
sp348,Akebia longeracemosa,28,48,0.71,LR,29,0.04,LR,142,4.07,LR
sp349,Akebia quinata,3136,3047,-0.03,LR,2487,-0.21,LR,1861,-0.41,VU
sp350,Akebia trifoliata,3773,3849,0.02,LR,3675,-0.03,LR,3520,-0.07,LR
sp351,Akebia trifoliata ssp. australis,3782,3721,-0.02,LR,3117,-0.18,LR,3294,-0.13,LR
sp352,Alangium alpinum,538,3490,5.49,LR,3690,5.86,LR,2089,2.88,LR
sp353,Alangium barbatum,446,756,0.7,LR,755,0.69,LR,706,0.58,LR
sp354,Alangium chinense,5779,5592,-0.03,LR,5202,-0.1,LR,4301,-0.26,LR
sp355,Alangium chinense ssp. pauciflorum,1024,913,-0.11,LR,923,-0.1,LR,678,-0.34,VU
sp356,Alangium chinense ssp. strigosum,1769,1228,-0.31,VU,732,-0.59,EN,538,-0.7,EN
sp357,Alangium chinense ssp. triangulare,449,300,-0.33,VU,132,-0.71,EN,40,-0.91,CE
sp358,Alangium faberi,3002,3016,0,LR,3264,0.09,LR,3756,0.25,LR
sp359,Alangium faberi var. heterophyllum,496,461,-0.07,LR,290,-0.42,VU,144,-0.71,EN
sp360,Alangium faberi var. perforatum,355,192,-0.46,VU,111,-0.69,EN,29,-0.92,CE
sp361,Alangium faberi var. platyphyllum,819,361,-0.56,EN,962,0.17,LR,714,-0.13,LR
sp362,Alangium kurzii,3109,1737,-0.44,VU,998,-0.68,EN,759,-0.76,EN
sp363,Alangium kurzii var. handelii,2050,1853,-0.1,LR,1499,-0.27,LR,876,-0.57,EN
sp364,Alangium kwangsiense,970,1488,0.53,LR,1503,0.55,LR,2727,1.81,LR
sp365,Alangium platanifolium var. trilobum,4248,5073,0.19,LR,4635,0.09,LR,2969,-0.3,VU
sp366,Alangium salviifolium,157,234,0.49,LR,476,2.03,LR,889,4.66,LR
sp367,Alangium yunnanense,28,8,-0.71,EN,15,-0.46,VU,1,-0.96,CE
sp368,Albertisia laurifolia,125,78,-0.38,VU,108,-0.14,LR,324,1.59,LR
sp369,Albizia chinensis,2464,1426,-0.42,VU,1614,-0.34,VU,2410,-0.02,LR
sp370,Albizia corniculata,1150,1194,0.04,LR,1412,0.23,LR,1628,0.42,LR
sp371,Albizia crassiramea,252,433,0.72,LR,361,0.43,LR,351,0.39,LR
sp372,Albizia garrettii,510,593,0.16,LR,469,-0.08,LR,538,0.05,LR
sp373,Albizia julibrissin,5689,5930,0.04,LR,5824,0.02,LR,5118,-0.1,LR
sp374,Albizia kalkora,4513,5297,0.17,LR,5057,0.12,LR,4688,0.04,LR
sp375,Albizia lucidior,1214,2219,0.83,LR,2485,1.05,LR,2617,1.16,LR
sp376,Albizia mollis,1265,2117,0.67,LR,2377,0.88,LR,2622,1.07,LR
sp377,Albizia odoratissima,2464,3991,0.62,LR,4155,0.69,LR,3861,0.57,LR
sp378,Albizia procera,405,749,0.85,LR,825,1.04,LR,865,1.14,LR
sp379,Albizia sherriffii,119,633,4.32,LR,501,3.21,LR,131,0.1,LR
sp380,Alchornea davidii,3902,3855,-0.01,LR,3893,0,LR,3065,-0.21,LR
sp381,Alchornea hunanensis,404,464,0.15,LR,302,-0.25,LR,386,-0.04,LR
sp382,Alchornea rugosa,1138,511,-0.55,EN,785,-0.31,VU,2267,0.99,LR
sp383,Alchornea rugosa var. pubescens,85,110,0.29,LR,150,0.76,LR,539,5.34,LR
sp384,Alchornea tiliifolia,990,788,-0.2,LR,1262,0.27,LR,838,-0.15,LR
sp385,Alchornea trewioides,2717,3713,0.37,LR,3563,0.31,LR,4825,0.78,LR
sp386,Alchornea trewioides var. sinica,86,10,-0.88,CE,19,-0.78,EN,194,1.26,LR
sp387,Alcimandra cathcartii,922,2003,1.17,LR,2036,1.21,LR,1092,0.18,LR
sp388,Aleurites moluccana,1287,1841,0.43,LR,2097,0.63,LR,2748,1.14,LR
sp389,Alhagi sparsifolia,1170,796,-0.32,VU,467,-0.6,EN,406,-0.65,EN
sp390,Alleizettella leucocarpa,596,1063,0.78,LR,1068,0.79,LR,757,0.27,LR
sp391,Allomorphia balansae,392,37,-0.91,CE,71,-0.82,CE,217,-0.45,VU
sp392,Allomorphia baviensis,361,688,0.91,LR,615,0.7,LR,597,0.65,LR
sp393,Allomorphia urophylla,286,23,-0.92,CE,15,-0.95,CE,304,0.06,LR
sp394,Allophylus caudatus,106,69,-0.35,VU,118,0.11,LR,200,0.89,LR
sp395,Allophylus cobbe var. velutinus,58,119,1.05,LR,133,1.29,LR,385,5.64,LR
sp396,Allophylus hirsutus,50,218,3.36,LR,231,3.62,LR,109,1.18,LR
sp397,Allophylus longipes,437,603,0.38,LR,588,0.35,LR,511,0.17,LR
sp398,Allophylus timoriensis,60,105,0.75,LR,116,0.93,LR,177,1.95,LR
sp399,Allophylus viridis,58,65,0.12,LR,84,0.45,LR,161,1.78,LR
sp400,Alniphyllum eberhardtii,226,157,-0.31,VU,141,-0.38,VU,1087,3.81,LR
sp401,Alniphyllum fortunei,3359,3304,-0.02,LR,2602,-0.23,LR,3035,-0.1,LR
sp402,Alnus cremastogyne,1086,1816,0.67,LR,1582,0.46,LR,741,-0.32,VU
sp403,Alnus ferdinandi-coburgii,1107,2219,1,LR,2523,1.28,LR,2702,1.44,LR
sp404,Alnus formosana,62,446,6.19,LR,513,7.27,LR,224,2.61,LR
sp405,Alnus henryi,51,159,2.12,LR,145,1.84,LR,162,2.18,LR
sp406,Alnus hirsuta,1300,1998,0.54,LR,1698,0.31,LR,911,-0.3,VU
sp407,Alnus japonica,770,3027,2.93,LR,2686,2.49,LR,1399,0.82,LR
sp408,Alnus mandshurica,1135,1179,0.04,LR,573,-0.5,EN,264,-0.77,EN
sp409,Alnus nepalensis,2494,3353,0.34,LR,3799,0.52,LR,3764,0.51,LR
sp410,Alnus trabeculosa,2539,2931,0.15,LR,2530,0,LR,2276,-0.1,LR
sp411,Alphitonia incana,50,23,-0.54,EN,36,-0.28,LR,55,0.1,LR
sp412,Alphonsea boniana,83,301,2.63,LR,298,2.59,LR,254,2.06,LR
sp413,Alphonsea mollis,134,312,1.33,LR,323,1.41,LR,206,0.54,LR
sp414,Alphonsea monogyna,427,714,0.67,LR,822,0.93,LR,1419,2.32,LR
sp415,Alphonsea tsangyuanensis,247,401,0.62,LR,442,0.79,LR,337,0.36,LR
sp416,Alseodaphne andersonii,460,1373,1.98,LR,1220,1.65,LR,740,0.61,LR
sp417,Alseodaphne petiolaris,552,1165,1.11,LR,1100,0.99,LR,996,0.8,LR
sp418,Alsophila andersonii,315,1043,2.31,LR,1176,2.73,LR,1078,2.42,LR
sp419,Alsophila costularis,690,1858,1.69,LR,1828,1.65,LR,1075,0.56,LR
sp420,Alsophila denticulata,523,2377,3.54,LR,2529,3.84,LR,1218,1.33,LR
sp421,Alsophila gigantea,994,1839,0.85,LR,2237,1.25,LR,2410,1.42,LR
sp422,Alsophila khasyana,476,2027,3.26,LR,1989,3.18,LR,689,0.45,LR
sp423,Alsophila latebrosa,52,2,-0.96,CE,5,-0.9,CE,124,1.38,LR
sp424,Alsophila metteniana,826,1804,1.18,LR,2297,1.78,LR,2677,2.24,LR
sp425,Alsophila podophylla,831,1051,0.26,LR,1184,0.42,LR,1778,1.14,LR
sp426,Alsophila spinulosa,3104,4377,0.41,LR,4675,0.51,LR,4567,0.47,LR
sp427,Alstonia macrophylla,83,127,0.53,LR,175,1.11,LR,499,5.01,LR
sp428,Alstonia mairei,1216,1565,0.29,LR,1844,0.52,LR,1783,0.47,LR
sp429,Alstonia neriifolia,73,184,1.52,LR,201,1.75,LR,674,8.23,LR
sp430,Alstonia rostrata,465,2483,4.34,LR,3278,6.05,LR,3231,5.95,LR
sp431,Alstonia scholaris,817,1156,0.41,LR,1438,0.76,LR,1623,0.99,LR
sp432,Alstonia yunnanensis,1530,1987,0.3,LR,2303,0.51,LR,2599,0.7,LR
sp433,Altingia chinensis,2178,2228,0.02,LR,2039,-0.06,LR,1848,-0.15,LR
sp434,Altingia excelsa,643,1747,1.72,LR,1577,1.45,LR,993,0.54,LR
sp435,Altingia gracilipes,1226,2127,0.73,LR,1955,0.59,LR,1384,0.13,LR
sp436,Altingia obovata,31,11,-0.65,EN,27,-0.13,LR,18,-0.42,VU
sp437,Altingia siamensis,281,669,1.38,LR,441,0.57,LR,1548,4.51,LR
sp438,Altingia tenuifolia,459,732,0.59,LR,717,0.56,LR,508,0.11,LR
sp439,Altingia yunnanensis,537,1016,0.89,LR,808,0.5,LR,855,0.59,LR
sp440,Alyxia fascicularis,122,814,5.67,LR,818,5.7,LR,23,-0.81,CE
sp441,Alyxia levinei,1207,397,-0.67,EN,502,-0.58,EN,994,-0.18,LR
sp442,Alyxia marginata,104,194,0.87,LR,253,1.43,LR,232,1.23,LR
sp443,Alyxia odorata,2415,2972,0.23,LR,2834,0.17,LR,3094,0.28,LR
sp444,Alyxia schlechteri,921,355,-0.61,EN,619,-0.33,VU,1858,1.02,LR
sp445,Alyxia siamensis,747,1286,0.72,LR,1559,1.09,LR,1719,1.3,LR
sp446,Alyxia sinensis,1603,2140,0.33,LR,2245,0.4,LR,2019,0.26,LR
sp447,Alyxia villilimba,61,3,-0.95,CE,10,-0.84,CE,191,2.13,LR
sp448,Amalocalyx microlobus,176,368,1.09,LR,377,1.14,LR,321,0.82,LR
sp449,Ambroma augustum,1522,3209,1.11,LR,3452,1.27,LR,3197,1.1,LR
sp450,Amelanchier asiatica,209,72,-0.66,EN,4,-0.98,CE,1,-1,EX
sp451,Amelanchier sinica,1557,2852,0.83,LR,2837,0.82,LR,2109,0.35,LR
sp452,Amentotaxus argotaenia,2995,3044,0.02,LR,2881,-0.04,LR,2358,-0.21,LR
sp453,Amentotaxus yunnanensis,193,9,-0.95,CE,12,-0.94,CE,304,0.58,LR
sp454,Amesiodendron chinense,158,423,1.68,LR,577,2.65,LR,1091,5.91,LR
sp455,Ammopiptanthus mongolicus,1930,2553,0.32,LR,2908,0.51,LR,3124,0.62,LR
sp456,Amorpha fruticosa,1598,1963,0.23,LR,1735,0.09,LR,2470,0.55,LR
sp457,Ampelocalamus luodianensis,47,0,-1,EX,5,-0.89,CE,51,0.09,LR
sp458,Ampelocissus artemisiifolia,295,413,0.4,LR,550,0.86,LR,551,0.87,LR
sp459,Ampelopsis aconitifolia,3437,4616,0.34,LR,4529,0.32,LR,4343,0.26,LR
sp460,Ampelopsis aconitifolia var. palmiloba,27,46,0.7,LR,49,0.81,LR,212,6.85,LR
sp461,Ampelopsis acutidentata,295,513,0.74,LR,539,0.83,LR,601,1.04,LR
sp462,Ampelopsis bodinieri,3520,3767,0.07,LR,3277,-0.07,LR,2766,-0.21,LR
sp463,Ampelopsis bodinieri var. cinerea,730,1086,0.49,LR,1169,0.6,LR,634,-0.13,LR
sp464,Ampelopsis cantoniensis,2931,3279,0.12,LR,3214,0.1,LR,3581,0.22,LR
sp465,Ampelopsis chaffanjonii,2404,1231,-0.49,VU,584,-0.76,EN,427,-0.82,CE
sp466,Ampelopsis delavayana,4673,4125,-0.12,LR,3795,-0.19,LR,2778,-0.41,VU
sp467,Ampelopsis delavayana var. glabra,2503,3236,0.29,LR,3118,0.25,LR,2950,0.18,LR
sp468,Ampelopsis delavayana var. setulosa,1388,1546,0.11,LR,1940,0.4,LR,2120,0.53,LR
sp469,Ampelopsis glandulosa,3675,4142,0.13,LR,4140,0.13,LR,4588,0.25,LR
sp470,Ampelopsis glandulosa var. brevipedunculata,3581,5876,0.64,LR,5317,0.48,LR,4068,0.14,LR
sp471,Ampelopsis glandulosa var. heterophylla,2964,3269,0.1,LR,2678,-0.1,LR,2920,-0.01,LR
sp472,Ampelopsis glandulosa var. kulingensis,1683,2322,0.38,LR,1734,0.03,LR,755,-0.55,EN
sp473,Ampelopsis grossedentata,2755,2653,-0.04,LR,2179,-0.21,LR,2573,-0.07,LR
sp474,Ampelopsis humulifolia,3589,2598,-0.28,LR,1848,-0.49,VU,1401,-0.61,EN
sp475,Ampelopsis japonica,4263,5530,0.3,LR,5733,0.34,LR,5471,0.28,LR
sp476,Ampelopsis megalophylla,2686,1835,-0.32,VU,1946,-0.28,LR,1353,-0.5,EN
sp477,Ampelopsis megalophylla var. jiangxiensis,29,63,1.17,LR,16,-0.45,VU,17,-0.41,VU
sp478,Ampelopsis rubifolia,876,320,-0.63,EN,100,-0.89,CE,85,-0.9,CE
sp479,Amygdalus communis,661,365,-0.45,VU,401,-0.39,VU,524,-0.21,LR
sp480,Amygdalus davidiana,2997,1795,-0.4,VU,1541,-0.49,VU,1158,-0.61,EN
sp481,Amygdalus ferganensis,469,931,0.99,LR,850,0.81,LR,676,0.44,LR
sp482,Amygdalus kansuensis,1659,3100,0.87,LR,3203,0.93,LR,2884,0.74,LR
sp483,Amygdalus mira,1316,3209,1.44,LR,3155,1.4,LR,2472,0.88,LR
sp484,Amygdalus mongolica,1787,1979,0.11,LR,1878,0.05,LR,1428,-0.2,LR
sp485,Amygdalus nana,524,558,0.06,LR,463,-0.12,LR,378,-0.28,LR
sp486,Amygdalus pedunculata,1279,1824,0.43,LR,1825,0.43,LR,1250,-0.02,LR
sp487,Amygdalus persica,4184,5507,0.32,LR,5378,0.29,LR,3606,-0.14,LR
sp488,Amygdalus tangutica,228,131,-0.43,VU,194,-0.15,LR,302,0.32,LR
sp489,Amygdalus triloba,2199,2326,0.06,LR,2296,0.04,LR,2548,0.16,LR
sp490,Anaxagorea luzonensis,45,16,-0.64,EN,18,-0.6,EN,34,-0.24,LR
sp491,Ancistrocladus tectorius,86,32,-0.63,EN,45,-0.48,VU,120,0.4,LR
sp492,Anna ophiorrhizoides,713,1612,1.26,LR,1820,1.55,LR,1877,1.63,LR
sp493,Anna submontana,53,2,-0.96,CE,3,-0.94,CE,103,0.94,LR
sp494,Annamocarya sinensis,525,44,-0.92,CE,56,-0.89,CE,670,0.28,LR
sp495,Anneslea fragrans,2294,1842,-0.2,LR,2009,-0.12,LR,2352,0.03,LR
sp496,Anodendron affine,3563,4446,0.25,LR,4130,0.16,LR,4070,0.14,LR
sp497,Anodendron formicinum,50,218,3.36,LR,231,3.62,LR,109,1.18,LR
sp498,Anogeissus acuminata,49,303,5.18,LR,283,4.78,LR,202,3.12,LR
sp499,Antheroporum glaucum,74,323,3.36,LR,283,2.82,LR,500,5.76,LR
sp500,Antheroporum harmandii,394,716,0.82,LR,772,0.96,LR,759,0.93,LR
sp501,Antiaris toxicaria,144,320,1.22,LR,313,1.17,LR,478,2.32,LR
sp502,Antidesma acidum,538,2342,3.35,LR,2672,3.97,LR,2912,4.41,LR
sp503,Antidesma bunius,2891,4438,0.54,LR,4207,0.46,LR,4130,0.43,LR
sp504,Antidesma fordii,1651,2187,0.32,LR,2587,0.57,LR,3635,1.2,LR
sp505,Antidesma ghaesembilla,959,1483,0.55,LR,1755,0.83,LR,2166,1.26,LR
sp506,Antidesma hainanense,158,376,1.38,LR,405,1.56,LR,251,0.59,LR
sp507,Antidesma japonicum,3270,3570,0.09,LR,3106,-0.05,LR,2619,-0.2,LR
sp508,Antidesma maclurei,33,19,-0.42,VU,28,-0.15,LR,57,0.73,LR
sp509,Antidesma montanum,1511,2861,0.89,LR,2912,0.93,LR,2669,0.77,LR
sp510,Antidesma montanum var. microphyllum,2445,3706,0.52,LR,3692,0.51,LR,4200,0.72,LR
sp511,Antirhea chinensis,256,755,1.95,LR,794,2.1,LR,785,2.07,LR
sp512,Aphanamixis polystachya,984,1831,0.86,LR,1905,0.94,LR,1632,0.66,LR
sp513,Aphananthe aspera,3767,4027,0.07,LR,3655,-0.03,LR,3597,-0.05,LR
sp514,Aphananthe aspera var. pubescens,245,350,0.43,LR,459,0.87,LR,1297,4.29,LR
sp515,Aphananthe cuspidata,639,1180,0.85,LR,1394,1.18,LR,1939,2.03,LR
sp516,Apocynum pictum,6111,5761,-0.06,LR,5735,-0.06,LR,5970,-0.02,LR
sp517,Apocynum venetum,8174,8241,0.01,LR,9004,0.1,LR,9925,0.21,LR
sp518,Apodytes dimidiata,511,1083,1.12,LR,1400,1.74,LR,1441,1.82,LR
sp519,Aporosa dioica,1123,1646,0.47,LR,1943,0.73,LR,2346,1.09,LR
sp520,Aporosa villosa,925,1364,0.47,LR,1498,0.62,LR,1333,0.44,LR
sp521,Aporosa yunnanensis,1668,2136,0.28,LR,2323,0.39,LR,2782,0.67,LR
sp522,Apterosperma oblata,91,23,-0.75,EN,16,-0.82,CE,10,-0.89,CE
sp523,Aquilaria sinensis,1084,1445,0.33,LR,1561,0.44,LR,1574,0.45,LR
sp524,Aquilaria yunnanensis,175,517,1.95,LR,497,1.84,LR,275,0.57,LR
sp525,Aralia armata,2882,4241,0.47,LR,3974,0.38,LR,4288,0.49,LR
sp526,Aralia bipinnata,66,155,1.35,LR,145,1.2,LR,136,1.06,LR
sp527,Aralia chinensis,5236,5218,0,LR,4982,-0.05,LR,3947,-0.25,LR
sp528,Aralia cordata,31,70,1.26,LR,63,1.03,LR,64,1.06,LR
sp529,Aralia dasyphylla,3331,3684,0.11,LR,3572,0.07,LR,3031,-0.09,LR
sp530,Aralia debilis,178,10,-0.94,CE,108,-0.39,VU,21,-0.88,CE
sp531,Aralia decaisneana,2596,3341,0.29,LR,3157,0.22,LR,3752,0.45,LR
sp532,Aralia echinocaulis,2658,2719,0.02,LR,2231,-0.16,LR,2356,-0.11,LR
sp533,Aralia elata,762,1460,0.92,LR,1636,1.15,LR,1505,0.98,LR
sp534,Aralia foliolosa,700,807,0.15,LR,803,0.15,LR,1077,0.54,LR
sp535,Aralia gintungensis,31,28,-0.1,LR,22,-0.29,LR,4,-0.87,CE
sp536,Aralia searelliana,201,200,0,LR,162,-0.19,LR,92,-0.54,EN
sp537,Aralia spinifolia,1833,2388,0.3,LR,2094,0.14,LR,1760,-0.04,LR
sp538,Aralia thomsonii,463,884,0.91,LR,730,0.58,LR,465,0,LR
sp539,Aralia undulata,2122,1686,-0.21,LR,1563,-0.26,LR,1411,-0.34,VU
sp540,Arcangelisia gusanlung,49,26,-0.47,VU,39,-0.2,LR,66,0.35,LR
sp541,Arceuthobium chinense,1116,2788,1.5,LR,2971,1.66,LR,2118,0.9,LR
sp542,Arceuthobium oxycedri,263,14,-0.95,CE,13,-0.95,CE,8,-0.97,CE
sp543,Arceuthobium pini,967,1790,0.85,LR,1724,0.78,LR,1511,0.56,LR
sp544,Arceuthobium sichuanense,98,453,3.62,LR,602,5.14,LR,594,5.06,LR
sp545,Arceuthobium tibetense,110,396,2.6,LR,318,1.89,LR,0,-1,EX
sp546,Archakebia apetala,100,266,1.66,LR,344,2.44,LR,188,0.88,LR
sp547,Archiboehmeria atrata,985,567,-0.42,VU,742,-0.25,LR,779,-0.21,LR
sp548,Archidendron alternifoliolatum,99,275,1.78,LR,251,1.54,LR,121,0.22,LR
sp549,Archidendron balansae,63,25,-0.6,EN,25,-0.6,EN,151,1.4,LR
sp550,Archidendron chevalieri,76,9,-0.88,CE,21,-0.72,EN,104,0.37,LR
sp551,Archidendron clypearia,2243,2513,0.12,LR,2566,0.14,LR,2712,0.21,LR
sp552,Archidendron eberhardtii,25,29,0.16,LR,25,0,LR,256,9.24,LR
sp553,Archidendron ellipticum,549,1346,1.45,LR,1323,1.41,LR,1127,1.05,LR
sp554,Archidendron kerrii,407,265,-0.35,VU,396,-0.03,LR,904,1.22,LR
sp555,Archidendron laoticum,50,218,3.36,LR,231,3.62,LR,109,1.18,LR
sp556,Archidendron lucidum,2338,3753,0.61,LR,4067,0.74,LR,3909,0.67,LR
sp557,Archidendron robinsonii,137,68,-0.5,EN,180,0.31,LR,416,2.04,LR
sp558,Archidendron turgidum,967,616,-0.36,VU,769,-0.2,LR,1697,0.75,LR
sp559,Archidendron utile,406,358,-0.12,LR,487,0.2,LR,493,0.21,LR
sp560,Arctous alpinus,1309,3760,1.87,LR,3736,1.85,LR,3531,1.7,LR
sp561,Arctous microphyllus,50,10,-0.8,CE,14,-0.72,EN,23,-0.54,EN
sp562,Arctous ruber,324,857,1.65,LR,853,1.63,LR,436,0.35,LR
sp563,Ardisia alyxiifolia,1151,1030,-0.11,LR,834,-0.28,LR,648,-0.44,VU
sp564,Ardisia argenticaulis,243,55,-0.77,EN,107,-0.56,EN,31,-0.87,CE
sp565,Ardisia balansana,22,0,-1,EX,0,-1,EX,15,-0.32,VU
sp566,Ardisia brevicaulis,2777,3138,0.13,LR,2747,-0.01,LR,2530,-0.09,LR
sp567,Ardisia brunnescens,424,250,-0.41,VU,620,0.46,LR,531,0.25,LR
sp568,Ardisia caudata,909,1388,0.53,LR,1271,0.4,LR,2152,1.37,LR
sp569,Ardisia chinensis,1837,2571,0.4,LR,2395,0.3,LR,2242,0.22,LR
sp570,Ardisia conspersa,137,18,-0.87,CE,4,-0.97,CE,163,0.19,LR
sp571,Ardisia cornudentata,56,104,0.86,LR,101,0.8,LR,100,0.79,LR
sp572,Ardisia corymbifera,734,1196,0.63,LR,1049,0.43,LR,972,0.32,LR
sp573,Ardisia crassinervosa,65,38,-0.42,VU,81,0.25,LR,191,1.94,LR
sp574,Ardisia crenata,4998,4902,-0.02,LR,4693,-0.06,LR,4762,-0.05,LR
sp575,Ardisia crispa,3836,4018,0.05,LR,3511,-0.08,LR,3218,-0.16,LR
sp576,Ardisia densilepidotula,44,8,-0.82,CE,16,-0.64,EN,41,-0.07,LR
sp577,Ardisia ensifolia,922,17,-0.98,CE,30,-0.97,CE,300,-0.67,EN
sp578,Ardisia faberi,1525,1244,-0.18,LR,903,-0.41,VU,724,-0.53,EN
sp579,Ardisia filiformis,165,89,-0.46,VU,205,0.24,LR,338,1.05,LR
sp580,Ardisia fordii,473,112,-0.76,EN,108,-0.77,EN,225,-0.52,EN
sp581,Ardisia garrettii,688,2022,1.94,LR,2031,1.95,LR,1456,1.12,LR
sp582,Ardisia gigantifolia,952,762,-0.2,LR,513,-0.46,VU,612,-0.36,VU
sp583,Ardisia hanceana,1184,1329,0.12,LR,761,-0.36,VU,440,-0.63,EN
sp584,Ardisia humilis,49,26,-0.47,VU,39,-0.2,LR,66,0.35,LR
sp585,Ardisia hypargyrea,287,43,-0.85,CE,45,-0.84,CE,488,0.7,LR
sp586,Ardisia japonica,3766,4297,0.14,LR,4125,0.1,LR,3612,-0.04,LR
sp587,Ardisia lindleyana,2168,2591,0.2,LR,2400,0.11,LR,1788,-0.18,LR
